Date,Name,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,PassAttemptedLong,Cmp%,PassAtt,Thr,Launch%,AvgLen,GoalKickAtt,GKLaunch%,GKAvgLen,Opp,Stp,Stp%,#OPA,AvgDist
2021-01-24,Ralf Fährmann,Matchweek 18,Home,L 0–4,Schalke 04,Bayern Munich,Y,GK,90,12,4,8,66.7,0,3.1,0,0,0,0,4,18,22.2,24,3,41.7,38.8,18,44.4,37.2,14,1,7.1,0,13.0
2021-01-30,Ralf Fährmann,Matchweek 19,Away,D 1–1,Schalke 04,Werder Bremen,Y,GK,90,5,1,4,80.0,0,0.2,0,0,0,0,7,21,33.3,43,8,32.6,35.3,10,70.0,59.4,13,2,15.4,0,16.8
2021-02-06,Ralf Fährmann,Matchweek 20,Home,L 0–3,Schalke 04,RB Leipzig,Y,GK,90,10,3,7,70.0,0,3.0,0,0,0,0,6,13,46.2,31,4,35.5,34.4,10,20.0,28.6,8,0,0.0,1,14.8
2021-02-13,Ralf Fährmann,Matchweek 21,Away,D 0–0,Schalke 04,Union Berlin,Y,GK,90,3,0,3,100.0,1,1.2,0,0,0,0,3,16,18.8,27,6,22.2,28.2,11,90.9,57.0,9,0,0.0,0,9.2
2021-02-20,Ralf Fährmann,Matchweek 22,Home,L 0–4,Schalke 04,Dortmund,Y,GK,31,1,0,1,100.0,0,0.2,0,0,0,0,2,6,33.3,13,3,46.2,43.0,1,0.0,13.0,1,0,0.0,0,7.2
2021-04-11,Ralf Fährmann,Matchweek 28,Home,W 1–0,Schalke 04,Augsburg,Y,GK,90,4,0,4,100.0,1,0.3,0,0,0,0,12,21,57.1,42,4,40.5,37.2,8,50.0,38.3,10,1,10.0,1,17.0
2021-04-17,Ralf Fährmann,Matchweek 29,Away,L 0–4,Schalke 04,Freiburg,Y,GK,90,7,4,4,57.1,0,3.7,1,1,0,0,3,8,37.5,28,7,25.0,26.5,2,50.0,40.0,13,1,7.7,1,12.7
2021-04-20,Ralf Fährmann,Matchweek 30,Away,L 0–1,Schalke 04,Arminia,Y,GK,90,4,1,3,75.0,0,1.7,1,0,1,0,10,20,50.0,33,7,45.5,37.6,7,71.4,48.0,5,0,0.0,1,16.2
2021-05-12,Ralf Fährmann,Matchweek 31,Home,L 1–2,Schalke 04,Hertha BSC,Y,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,3,8,37.5,22,9,22.7,29.6,6,50.0,35.2,9,1,11.1,1,12.9
2021-05-08,Ralf Fährmann,Matchweek 32,Away,L 2–4,Schalke 04,Hoffenheim,Y,GK,90,12,4,8,66.7,0,2.4,0,0,0,0,1,24,4.2,32,10,56.3,41.5,9,66.7,47.7,15,0,0.0,0,11.4
2021-05-15,Ralf Fährmann,Matchweek 33,Home,W 4–3,Schalke 04,Eint Frankfurt,Y,GK,90,8,3,5,62.5,0,2.6,0,0,0,0,9,31,29.0,36,5,55.6,47.9,12,91.7,62.1,24,2,8.3,0,11.4
2021-05-22,Ralf Fährmann,Matchweek 34,Away,L 0–1,Schalke 04,Köln,Y*,GK,90,11,1,10,90.9,0,1.2,0,0,0,0,10,37,27.0,32,5,81.3,52.8,11,100.0,62.3,16,0,0.0,2,17.6
2021-01-30,Rune Jarstein,Matchweek 19,Away,L 1–3,Hertha BSC,Eint Frankfurt,Y,GK,90,6,3,4,66.7,0,2.3,1,1,0,0,9,26,34.6,29,2,65.5,47.1,8,87.5,57.1,9,1,11.1,1,13.9
2021-02-05,Rune Jarstein,Matchweek 20,Home,L 0–1,Hertha BSC,Bayern Munich,Y,GK,90,5,1,4,80.0,0,1.5,1,0,1,0,4,16,25.0,24,4,45.8,39.5,8,62.5,41.8,13,0,0.0,1,12.0
2021-02-13,Rune Jarstein,Matchweek 21,Away,D 1–1,Hertha BSC,Stuttgart,Y,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,4,11,36.4,30,2,23.3,31.1,6,66.7,50.3,8,1,12.5,1,18.3
2021-02-21,Rune Jarstein,Matchweek 22,Home,L 0–3,Hertha BSC,RB Leipzig,Y,GK,90,6,3,3,50.0,0,2.0,0,0,0,0,8,32,25.0,44,3,54.5,42.1,9,88.9,63.1,2,0,0.0,1,13.6
2021-02-27,Rune Jarstein,Matchweek 23,Away,L 0–2,Hertha BSC,Wolfsburg,Y,GK,90,2,2,1,0.0,0,0.6,0,0,0,0,5,17,29.4,24,4,54.2,42.5,12,33.3,35.8,12,2,16.7,0,6.8
2021-03-06,Rune Jarstein,Matchweek 24,Home,W 2–1,Hertha BSC,Augsburg,Y,GK,90,4,1,3,75.0,0,0.7,0,0,0,0,7,9,77.8,22,5,40.9,38.2,6,0.0,25.0,11,1,9.1,0,12.8
2021-03-13,Rune Jarstein,Matchweek 25,Away,L 0–2,Hertha BSC,Dortmund,Y,GK,90,4,2,2,50.0,0,1.2,0,0,0,0,6,13,46.2,21,5,38.1,35.9,11,45.5,39.1,6,1,16.7,0,12.1
2021-03-21,Rune Jarstein,Matchweek 26,Home,W 3–0,Hertha BSC,Leverkusen,Y,GK,90,1,0,1,100.0,1,0.5,0,0,0,0,17,29,58.6,16,0,100.0,65.0,14,92.9,62.5,14,1,7.1,0,5.5
2020-10-03,Marwin Hitz,Matchweek 3,Home,W 4–0,Dortmund,Freiburg,Y,GK,90,2,0,2,100.0,1,0.4,0,0,0,0,5,9,55.6,33,5,24.2,28.0,3,33.3,29.7,2,1,50.0,1,17.2
2020-10-17,Marwin Hitz,Matchweek 4,Away,W 1–0,Dortmund,Hoffenheim,Y,GK,90,3,0,3,100.0,1,0.2,0,0,0,0,9,16,56.3,28,6,39.3,35.6,7,71.4,57.9,7,2,28.6,0,14.8
2021-01-30,Marwin Hitz,Matchweek 19,Home,W 3–1,Dortmund,Augsburg,Y,GK,90,1,1,0,0.0,0,0.7,0,0,0,0,4,5,80.0,27,2,11.1,22.1,5,40.0,39.6,4,1,25.0,1,19.3
2021-02-06,Marwin Hitz,Matchweek 20,Away,L 1–2,Dortmund,Freiburg,Y,GK,90,3,2,1,33.3,0,0.3,0,0,0,0,5,8,62.5,41,5,17.1,26.3,8,12.5,26.3,4,0,0.0,0,12.0
2021-02-13,Marwin Hitz,Matchweek 21,Home,D 2–2,Dortmund,Hoffenheim,Y,GK,90,6,2,4,66.7,0,2.7,0,0,0,0,12,16,75.0,27,5,48.1,37.8,8,37.5,33.3,7,0,0.0,1,11.8
2021-02-20,Marwin Hitz,Matchweek 22,Away,W 4–0,Dortmund,Schalke 04,Y,GK,90,2,0,1,100.0,1,0.4,0,0,0,0,2,7,28.6,19,2,15.8,27.7,10,40.0,35.6,3,0,0.0,1,20.5
2021-02-27,Marwin Hitz,Matchweek 23,Home,W 3–0,Dortmund,Arminia,Y,GK,90,2,0,2,100.0,1,0.1,0,0,0,0,3,6,50.0,31,3,12.9,27.9,5,40.0,38.2,1,0,0.0,0,12.5
2021-03-06,Marwin Hitz,Matchweek 24,Away,L 2–4,Dortmund,Bayern Munich,Y,GK,90,8,4,5,62.5,0,3.8,1,1,0,0,9,18,50.0,20,5,50.0,39.3,16,50.0,39.6,14,0,0.0,0,10.3
2021-03-13,Marwin Hitz,Matchweek 25,Home,W 2–0,Dortmund,Hertha BSC,Y,GK,90,0,0,0,0,1,0.0,0,0,0,0,5,7,71.4,22,5,22.7,29.3,5,40.0,37.4,6,1,16.7,0,16.0
2021-03-20,Marwin Hitz,Matchweek 26,Away,D 2–2,Dortmund,Köln,Y,GK,90,1,2,0,0.0,0,1.8,1,1,0,0,3,5,60.0,25,4,16.0,28.1,5,20.0,24.6,8,1,12.5,1,14.2
2021-04-03,Marwin Hitz,Matchweek 27,Home,L 1–2,Dortmund,Eint Frankfurt,Y,GK,90,3,2,2,33.3,0,1.5,0,0,0,0,7,15,46.7,31,4,32.3,35.3,10,50.0,45.3,8,0,0.0,0,12.7
2021-04-10,Marwin Hitz,Matchweek 28,Away,W 3–2,Dortmund,Stuttgart,Y,GK,90,3,2,1,33.3,0,1.3,0,0,0,0,8,18,44.4,36,11,33.3,33.5,11,54.5,43.0,7,0,0.0,0,14.4
2021-04-18,Marwin Hitz,Matchweek 29,Home,W 4–1,Dortmund,Werder Bremen,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,2,3,66.7,19,4,15.8,27.7,3,0.0,18.0,3,0,0.0,0,15.5
2021-04-21,Marwin Hitz,Matchweek 30,Home,W 2–0,Dortmund,Union Berlin,Y,GK,90,1,0,0,100.0,1,0.7,0,0,0,0,4,14,28.6,29,5,34.5,36.2,7,57.1,53.6,4,1,25.0,0,13.0
2021-04-24,Marwin Hitz,Matchweek 31,Away,W 2–0,Dortmund,Wolfsburg,Y,GK,90,2,0,2,100.0,1,0.2,0,0,0,0,13,27,48.1,24,1,50.0,42.1,19,78.9,56.7,11,0,0.0,1,15.0
2021-05-08,Marwin Hitz,Matchweek 32,Home,W 3–2,Dortmund,RB Leipzig,Y,GK,45,2,0,2,100.0,0,0.8,0,0,0,0,3,7,42.9,15,2,40.0,39.6,1,100.0,43.0,3,0,0.0,1,17.3
2021-01-30,Loris Karius,Matchweek 19,Home,D 1–1,Union Berlin,M'Gladbach,N,GK,22,1,0,1,100.0,0,0.8,0,0,0,0,2,6,33.3,4,0,75.0,50.0,3,100.0,65.0,1,0,0.0,0,0
2021-02-13,Loris Karius,Matchweek 21,Home,D 0–0,Union Berlin,Schalke 04,Y,GK,90,1,0,1,100.0,1,0.3,0,0,0,0,3,16,18.8,19,4,63.2,48.5,4,100.0,67.8,5,1,20.0,0,9.0
2021-02-20,Loris Karius,Matchweek 22,Away,W 1–0,Union Berlin,Freiburg,Y,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,7,16,43.8,23,2,47.8,43.0,8,62.5,57.3,15,1,6.7,0,9.5
2021-02-28,Loris Karius,Matchweek 23,Home,D 1–1,Union Berlin,Hoffenheim,Y,GK,90,2,1,2,50.0,0,0.6,0,0,0,0,9,18,50.0,29,3,55.2,41.8,5,40.0,41.0,9,0,0.0,0,13.0
2021-02-28,Lennart Grill,Matchweek 23,Home,L 1–2,Leverkusen,Freiburg,Y,GK,90,3,2,1,33.3,0,1.9,0,0,0,0,3,7,42.9,42,7,16.7,27.9,3,0.0,22.3,10,1,10.0,1,14.9
2021-03-06,Lennart Grill,Matchweek 24,Away,W 1–0,Leverkusen,M'Gladbach,Y,GK,90,3,0,3,100.0,1,0.4,0,0,0,0,5,14,35.7,47,8,25.5,31.7,9,22.2,27.8,5,1,20.0,0,10.7
2021-03-14,Lennart Grill,Matchweek 25,Home,L 1–2,Leverkusen,Arminia,Y,GK,90,6,2,4,66.7,0,2.1,0,0,0,0,1,2,50.0,24,6,8.3,21.3,8,0.0,18.5,6,0,0.0,1,17.2
2021-03-21,Lennart Grill,Matchweek 26,Away,L 0–3,Leverkusen,Hertha BSC,Y,GK,90,8,3,5,62.5,0,2.0,0,0,0,0,1,2,50.0,23,5,8.7,23.5,5,0.0,18.0,2,1,50.0,2,17.9
2020-09-19,Timo Horn,Matchweek 1,Home,L 2–3,Köln,Hoffenheim,Y,GK,90,6,3,4,66.7,0,2.6,1,1,0,0,12,20,60.0,51,3,37.3,33.9,6,16.7,30.7,5,0,0.0,1,17.7
2020-09-26,Timo Horn,Matchweek 2,Away,L 0–1,Köln,Arminia,Y,GK,90,3,1,2,66.7,0,0.3,0,0,0,0,5,14,35.7,32,8,37.5,33.6,8,25.0,24.9,7,1,14.3,3,18.5
2020-10-03,Timo Horn,Matchweek 3,Home,L 1–3,Köln,M'Gladbach,Y*,GK,90,9,3,7,77.8,0,2.2,1,1,0,0,6,17,35.3,32,5,50.0,40.6,2,50.0,49.0,4,0,0.0,1,14.8
2020-10-18,Timo Horn,Matchweek 4,Home,D 1–1,Köln,Eint Frankfurt,Y*,GK,90,3,1,3,100.0,0,1.5,1,1,0,0,11,23,47.8,29,1,58.6,44.5,9,66.7,48.7,13,1,7.7,1,13.8
2020-10-23,Timo Horn,Matchweek 5,Away,D 1–1,Köln,Stuttgart,Y*,GK,90,4,1,3,75.0,0,1.6,0,0,0,0,12,22,54.5,38,3,55.3,40.7,3,33.3,36.7,7,0,0.0,0,15.7
2020-10-31,Timo Horn,Matchweek 6,Home,L 1–2,Köln,Bayern Munich,Y*,GK,90,3,2,2,66.7,0,1.4,1,1,0,0,13,25,52.0,33,1,57.6,42.1,11,54.5,45.1,6,0,0.0,1,11.0
2020-11-06,Timo Horn,Matchweek 7,Away,D 1–1,Köln,Werder Bremen,Y*,GK,39,1,0,1,100.0,0,0.7,0,0,0,0,1,1,100.0,9,3,11.1,23.9,2,0.0,22.5,2,0,0.0,0,9.0
2020-11-22,Timo Horn,Matchweek 8,Home,L 1–2,Köln,Union Berlin,Y*,GK,90,2,2,0,0.0,0,1.8,1,0,1,0,5,13,38.5,33,8,36.4,36.3,1,100.0,69.0,14,0,0.0,0,9.8
2020-11-28,Timo Horn,Matchweek 9,Away,W 2–1,Köln,Dortmund,Y*,GK,90,4,1,3,75.0,0,1.3,0,0,0,0,12,30,40.0,26,2,76.9,53.8,11,90.9,64.5,8,0,0.0,0,9.0
2020-12-05,Timo Horn,Matchweek 10,Home,D 2–2,Köln,Wolfsburg,Y*,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,15,27,55.6,25,1,80.0,55.2,9,77.8,56.8,8,1,12.5,1,11.2
2020-12-12,Timo Horn,Matchweek 11,Away,W 1–0,Köln,Mainz 05,Y*,GK,90,4,0,4,100.0,1,0.8,0,0,0,0,11,27,40.7,34,4,55.9,46.3,11,72.7,51.1,13,0,0.0,1,15.1
2020-12-16,Timo Horn,Matchweek 12,Home,L 0–4,Köln,Leverkusen,Y*,GK,90,7,4,3,42.9,0,2.3,0,0,0,0,6,10,60.0,22,1,45.5,36.7,4,0.0,27.0,8,0,0.0,0,14.5
2020-12-19,Timo Horn,Matchweek 13,Away,D 0–0,Köln,RB Leipzig,Y*,GK,90,6,0,6,100.0,1,0.7,0,0,0,0,17,35,48.6,52,2,55.8,43.0,10,60.0,43.6,9,0,0.0,0,7.2
2021-01-02,Timo Horn,Matchweek 14,Home,L 0–1,Köln,Augsburg,Y*,GK,90,5,1,4,80.0,0,1.3,0,0,0,0,11,19,57.9,34,4,52.9,42.1,3,33.3,40.3,7,1,14.3,1,18.8
2021-01-09,Timo Horn,Matchweek 15,Away,L 0–5,Köln,Freiburg,Y,GK,90,6,5,1,16.7,0,4.1,0,0,0,0,13,29,44.8,43,1,53.5,39.5,6,100.0,72.3,7,0,0.0,2,23.0
2021-01-16,Timo Horn,Matchweek 16,Home,D 0–0,Köln,Hertha BSC,Y,GK,90,3,0,3,100.0,1,0.5,0,0,0,0,11,23,47.8,36,5,47.2,39.0,8,75.0,51.0,8,0,0.0,0,11.0
2021-01-20,Timo Horn,Matchweek 17,Away,W 2–1,Köln,Schalke 04,Y,GK,90,6,1,5,83.3,0,0.7,0,0,0,0,5,20,25.0,30,5,60.0,45.4,4,50.0,47.3,5,0,0.0,1,12.8
2021-01-24,Timo Horn,Matchweek 18,Away,L 0–3,Köln,Hoffenheim,Y,GK,90,2,3,1,50.0,0,2.3,2,2,0,0,2,4,50.0,20,6,15.0,30.6,8,12.5,26.6,5,1,20.0,0,15.8
2021-01-31,Timo Horn,Matchweek 19,Home,W 3–1,Köln,Arminia,Y*,GK,90,3,1,2,66.7,0,1.4,0,0,0,0,10,25,40.0,31,4,58.1,44.8,9,77.8,53.0,10,2,20.0,0,9.8
2021-02-06,Timo Horn,Matchweek 20,Away,W 2–1,Köln,M'Gladbach,Y*,GK,90,2,1,1,50.0,0,0.7,0,0,0,0,10,26,38.5,44,2,59.1,44.7,4,0.0,14.5,17,1,5.9,0,12.2
2021-02-14,Timo Horn,Matchweek 21,Away,L 0–2,Köln,Eint Frankfurt,Y*,GK,90,7,2,5,71.4,0,2.9,0,0,0,0,12,20,60.0,39,7,46.2,37.8,6,33.3,35.2,11,0,0.0,0,11.6
2021-02-20,Timo Horn,Matchweek 22,Home,L 0–1,Köln,Stuttgart,Y*,GK,90,3,1,2,66.7,0,0.5,0,0,0,0,3,10,30.0,47,4,19.1,31.1,5,20.0,26.6,3,0,0.0,0,10.4
2021-02-27,Timo Horn,Matchweek 23,Away,L 1–5,Köln,Bayern Munich,Y*,GK,90,7,5,2,28.6,0,3.3,0,0,0,0,7,15,46.7,40,3,35.0,33.4,8,12.5,24.5,6,0,0.0,3,16.6
2021-03-07,Timo Horn,Matchweek 24,Home,D 1–1,Köln,Werder Bremen,Y*,GK,90,5,1,4,80.0,0,1.0,0,0,0,0,5,12,41.7,29,4,37.9,36.2,4,25.0,39.5,10,0,0.0,1,18.8
2021-03-13,Timo Horn,Matchweek 25,Away,L 1–2,Köln,Union Berlin,Y,GK,90,6,2,5,83.3,0,2.4,1,1,0,0,3,10,30.0,33,2,30.3,34.5,3,0.0,21.7,10,0,0.0,0,8.0
2021-03-20,Timo Horn,Matchweek 26,Home,D 2–2,Köln,Dortmund,Y,GK,90,4,2,2,50.0,0,1.5,0,0,0,0,8,19,42.1,27,4,51.9,39.5,8,62.5,48.9,10,1,10.0,0,10.4
2021-04-03,Timo Horn,Matchweek 27,Away,L 0–1,Köln,Wolfsburg,Y,GK,90,5,1,4,80.0,0,0.9,0,0,0,0,5,15,33.3,32,5,40.6,38.6,8,25.0,26.1,14,0,0.0,0,10.2
2021-04-11,Timo Horn,Matchweek 28,Home,L 2–3,Köln,Mainz 05,Y,GK,90,5,3,2,40.0,0,2.2,0,0,0,0,9,14,64.3,40,5,32.5,36.7,4,25.0,25.5,5,0,0.0,4,25.8
2021-04-17,Timo Horn,Matchweek 29,Away,L 0–3,Köln,Leverkusen,Y,GK,90,5,3,2,40.0,0,2.7,0,0,0,0,2,7,28.6,37,2,18.9,25.3,3,0.0,17.3,4,0,0.0,0,17.0
2021-04-20,Timo Horn,Matchweek 30,Home,W 2–1,Köln,RB Leipzig,Y,GK,90,6,1,5,83.3,0,1.1,0,0,0,0,10,26,38.5,28,0,71.4,53.8,14,42.9,41.6,11,0,0.0,1,11.6
2021-04-23,Timo Horn,Matchweek 31,Away,W 3–2,Köln,Augsburg,Y,GK,90,3,2,1,33.3,0,1.6,0,0,0,0,7,19,36.8,39,2,46.2,41.6,5,20.0,23.2,14,0,0.0,0,10.8
2021-05-09,Timo Horn,Matchweek 32,Home,L 1–4,Köln,Freiburg,Y,GK,90,6,4,2,33.3,0,2.7,0,0,0,0,10,19,52.6,34,4,41.2,37.5,7,71.4,45.4,5,0,0.0,0,13.8
2021-05-15,Timo Horn,Matchweek 33,Away,D 0–0,Köln,Hertha BSC,Y*,GK,90,1,0,1,100.0,1,0.0,0,0,0,0,2,2,100.0,19,5,5.3,21.1,5,20.0,24.2,3,0,0.0,1,11.4
2021-05-22,Timo Horn,Matchweek 34,Home,W 1–0,Köln,Schalke 04,Y,GK,90,1,0,1,100.0,1,0.1,0,0,0,0,1,3,33.3,13,1,15.4,30.5,6,16.7,26.0,0,0,0.0,0,15.5
2020-09-19,Yann Sommer,Matchweek 1,Away,L 0–3,M'Gladbach,Dortmund,Y,GK,90.0,3.0,3.0,1.0,33.3,0.0,2.3,1.0,1.0,0.0,0.0,1.0,2.0,50.0,23.0,2.0,8.7,24.5,6.0,0.0,16.8,4.0,0.0,0.0,0.0,10.0
2020-09-26,Yann Sommer,Matchweek 2,Home,D 1–1,M'Gladbach,Union Berlin,Y,GK,90.0,2.0,1.0,1.0,50.0,0.0,0.3,0.0,0.0,0.0,0.0,4.0,7.0,57.1,26.0,4.0,23.1,26.4,7.0,14.3,20.7,7.0,1.0,14.3,1.0,18.5
2020-10-03,Yann Sommer,Matchweek 3,Away,W 3–1,M'Gladbach,Köln,Y,GK,90.0,2.0,1.0,1.0,50.0,0.0,0.1,0.0,0.0,0.0,0.0,7.0,17.0,41.2,57.0,6.0,28.1,32.5,6.0,16.7,24.3,8.0,1.0,12.5,2.0,19.3
2020-10-17,Yann Sommer,Matchweek 4,Home,D 1–1,M'Gladbach,Wolfsburg,Y,GK,90.0,5.0,1.0,4.0,80.0,0.0,1.2,0.0,0.0,0.0,0.0,5.0,12.0,41.7,29.0,6.0,37.9,35.3,6.0,16.7,17.8,8.0,1.0,12.5,0.0,12.0
2020-10-24,Yann Sommer,Matchweek 5,Away,W 3–2,M'Gladbach,Mainz 05,Y,GK,90.0,6.0,2.0,4.0,66.7,0.0,2.2,0.0,0.0,0.0,0.0,3.0,10.0,30.0,32.0,4.0,31.3,34.0,4.0,0.0,14.8,10.0,0.0,0.0,0.0,13.0
2020-10-31,Yann Sommer,Matchweek 6,Home,W 1–0,M'Gladbach,RB Leipzig,Y*,GK,90.0,3.0,0.0,3.0,100.0,1.0,0.8,0.0,0.0,0.0,0.0,8.0,19.0,42.1,39.0,4.0,35.9,36.1,13.0,38.5,38.1,9.0,2.0,22.2,0.0,11.8
2020-11-08,Yann Sommer,Matchweek 7,Away,L 3–4,M'Gladbach,Leverkusen,Y,GK,90.0,4.0,4.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.0,10.0,20.0,30.0,2.0,30.0,29.9,8.0,12.5,20.8,8.0,0.0,0.0,0.0,12.5
2020-11-21,Yann Sommer,Matchweek 8,Home,D 1–1,M'Gladbach,Augsburg,Y,GK,90.0,5.0,1.0,4.0,80.0,0.0,1.4,0.0,0.0,0.0,0.0,3.0,12.0,25.0,37.0,4.0,29.7,31.1,4.0,25.0,36.3,9.0,0.0,0.0,0.0,8.0
2020-11-28,Yann Sommer,Matchweek 9,Home,W 4–1,M'Gladbach,Schalke 04,Y*,GK,90.0,2.0,1.0,1.0,50.0,0.0,0.9,0.0,0.0,0.0,0.0,6.0,12.0,50.0,40.0,2.0,25.0,30.4,7.0,28.6,25.6,4.0,1.0,25.0,0.0,9.5
2020-12-05,Yann Sommer,Matchweek 10,Away,D 2–2,M'Gladbach,Freiburg,Y,GK,90.0,6.0,2.0,5.0,83.3,0.0,1.9,1.0,1.0,0.0,0.0,10.0,17.0,58.8,44.0,6.0,34.1,33.6,12.0,16.7,23.4,7.0,0.0,0.0,0.0,7.2
2020-12-15,Yann Sommer,Matchweek 12,Away,D 3–3,M'Gladbach,Eint Frankfurt,Y,GK,90.0,2.0,3.0,0.0,0.0,0.0,2.2,1.0,1.0,0.0,0.0,14.0,24.0,58.3,47.0,6.0,46.8,35.9,6.0,33.3,33.8,6.0,1.0,16.7,0.0,11.8
2020-12-19,Yann Sommer,Matchweek 13,Home,L 1–2,M'Gladbach,Hoffenheim,Y,GK,90.0,5.0,2.0,3.0,60.0,0.0,1.5,0.0,0.0,0.0,0.0,14.0,29.0,48.3,41.0,4.0,53.7,35.8,11.0,63.6,43.1,4.0,1.0,25.0,0.0,15.0
2021-01-02,Yann Sommer,Matchweek 14,Away,W 1–0,M'Gladbach,Arminia,Y,GK,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,54.5,26.0,2.0,30.8,31.3,10.0,30.0,35.8,7.0,0.0,0.0,0.0,9.0
2021-01-08,Yann Sommer,Matchweek 15,Home,W 3–2,M'Gladbach,Bayern Munich,Y,GK,90.0,2.0,2.0,1.0,50.0,0.0,0.8,1.0,1.0,0.0,0.0,6.0,10.0,60.0,26.0,1.0,30.8,32.4,9.0,22.2,25.1,14.0,0.0,0.0,0.0,8.7
2021-01-16,Yann Sommer,Matchweek 16,Away,D 2–2,M'Gladbach,Stuttgart,Y,GK,90.0,5.0,2.0,4.0,80.0,0.0,2.2,1.0,1.0,0.0,0.0,8.0,22.0,36.4,37.0,9.0,51.4,40.2,5.0,60.0,41.8,15.0,0.0,0.0,1.0,10.6
2021-01-19,Yann Sommer,Matchweek 17,Home,W 1–0,M'Gladbach,Werder Bremen,Y*,GK,90.0,2.0,0.0,2.0,100.0,1.0,0.8,0.0,0.0,0.0,0.0,3.0,9.0,33.3,22.0,0.0,31.8,32.5,5.0,40.0,36.2,8.0,0.0,0.0,3.0,15.2
2021-01-22,Yann Sommer,Matchweek 18,Home,W 4–2,M'Gladbach,Dortmund,Y,GK,90.0,6.0,2.0,4.0,66.7,0.0,1.9,0.0,0.0,0.0,0.0,6.0,13.0,46.2,22.0,2.0,45.5,36.7,10.0,30.0,28.0,10.0,0.0,0.0,0.0,11.7
2021-01-30,Yann Sommer,Matchweek 19,Away,D 1–1,M'Gladbach,Union Berlin,Y*,GK,90.0,2.0,1.0,1.0,50.0,0.0,0.3,0.0,0.0,0.0,0.0,6.0,9.0,66.7,34.0,4.0,20.6,29.1,9.0,22.2,27.8,7.0,0.0,0.0,0.0,10.8
2021-02-06,Yann Sommer,Matchweek 20,Home,L 1–2,M'Gladbach,Köln,Y,GK,90.0,3.0,2.0,1.0,33.3,0.0,1.2,0.0,0.0,0.0,0.0,4.0,4.0,100.0,24.0,3.0,16.7,26.4,3.0,0.0,14.0,5.0,0.0,0.0,3.0,22.6
2021-02-14,Yann Sommer,Matchweek 21,Away,D 0–0,M'Gladbach,Wolfsburg,Y,GK,90.0,6.0,0.0,6.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,14.0,35.7,43.0,3.0,27.9,31.6,9.0,22.2,34.3,15.0,0.0,0.0,2.0,14.9
2021-02-20,Yann Sommer,Matchweek 22,Home,L 1–2,M'Gladbach,Mainz 05,Y,GK,90.0,6.0,2.0,4.0,66.7,0.0,0.9,0.0,0.0,0.0,0.0,5.0,6.0,83.3,46.0,8.0,10.9,23.3,6.0,16.7,26.2,5.0,0.0,0.0,1.0,14.6
2021-02-27,Yann Sommer,Matchweek 23,Away,L 2–3,M'Gladbach,RB Leipzig,Y*,GK,90.0,9.0,3.0,5.0,66.7,0.0,2.9,0.0,0.0,0.0,0.0,10.0,33.0,30.3,46.0,5.0,58.7,38.6,11.0,54.5,44.5,17.0,0.0,0.0,1.0,12.6
2021-03-06,Yann Sommer,Matchweek 24,Home,L 0–1,M'Gladbach,Leverkusen,Y*,GK,90.0,5.0,1.0,4.0,80.0,0.0,1.8,0.0,0.0,0.0,0.0,2.0,3.0,66.7,20.0,4.0,5.0,22.1,3.0,66.7,59.3,7.0,1.0,14.3,1.0,12.3
2021-03-12,Yann Sommer,Matchweek 25,Away,L 1–3,M'Gladbach,Augsburg,Y,GK,90.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,30.0,5.0,13.3,26.4,8.0,25.0,21.5,2.0,0.0,0.0,0.0,14.6
2021-03-20,Yann Sommer,Matchweek 26,Away,W 3–0,M'Gladbach,Schalke 04,Y,GK,90.0,1.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,81.8,37.0,4.0,29.7,31.2,3.0,0.0,16.3,5.0,2.0,40.0,1.0,25.0
2021-04-03,Yann Sommer,Matchweek 27,Home,W 2–1,M'Gladbach,Freiburg,Y,GK,90.0,4.0,1.0,3.0,75.0,0.0,1.9,0.0,0.0,0.0,0.0,7.0,18.0,38.9,33.0,3.0,45.5,35.6,6.0,50.0,42.3,12.0,1.0,8.3,0.0,11.3
2021-04-10,Yann Sommer,Matchweek 28,Away,D 2–2,M'Gladbach,Hertha BSC,Y,"WB,DM,GK",12.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,14.3,24.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0
